MagicAnimationTable,itemNumber,isMapOnly,magicAnim,unk06,mapAnim,changeHP,mapFacing,mapColor,unk0F
1326,0xaa,0x2d00,0x5249,0x0,0x0,0x0,0x0,0x0,0x0
1327,0x300,0xc,0xaa,0x2d00,0x5287,0x0,0x0,0x0,0x0
1328,0x0,0x0,0x300,0xc,0x2d0000aa,0x8b,0x52,0x0,0x0
1329,0x0,0x0,0x0,0x0,0xc0300,0xac,0x2,0x0,0x2d
1330,0x52c9,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1331,0xaa,0x2d00,0x52c3,0x0,0x0,0x0,0x0,0x0,0x0
1332,0x300,0xc,0x9b3,0x2d00,0x5341,0x0,0x0,0x0,0x0
1333,0x0,0x0,0x300,0xc,0x2d0000aa,0xc3,0x51,0x0,0x0
1334,0x0,0x0,0x0,0x0,0xc0000,0xb3,0x9,0x0,0x2d
1335,0x5385,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1336,0xaa,0x2d00,0x5146,0x0,0x0,0x0,0x0,0x0,0x0
1337,0x300,0xc,0xaa,0x2d00,0x50c7,0x0,0x0,0x0,0x0
1338,0x0,0x0,0x0,0xc,0x2d0000aa,0xa,0x51,0x0,0x0
1339,0x0,0x0,0x0,0x0,0xc1100,0xac,0x2,0x0,0x2d
1340,0x518d,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1341,0x9b5,0x2d00,0x520d,0x0,0x0,0x0,0x0,0x0,0x0
1342,0x300,0xc,0xaa,0x2d00,0x514c,0x0,0x0,0x0,0x0
1343,0x0,0x0,0x1200,0xc,0x2d0000aa,0x89,0x51,0x0,0x0
1344,0x0,0x0,0x0,0x0,0xc0300,0xab,0x1,0x0,0x2d
1345,0x5347,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1346,0xaa,0x2d00,0x51c6,0x0,0x0,0x0,0x0,0x0,0x0
1347,0x300,0xc,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1348,0x0,0x0,0x0,0x0,0x50010702,0x42,0x0,0x0,0x0
1349,0x0,0x0,0x417,0x6d,0x0,0x2,0x7,0x1,0x50
1350,0x81,0x0,0x0,0x0,0x6d0417,0x0,0x0,0x0,0x0
1351,0x702,0x5001,0x83,0x0,0x0,0x17,0x4,0x6d,0x0
1352,0x0,0x0,0x702,0x5001,0x44,0x0,0x0,0x0,0x0
1353,0x417,0x6d,0x0,0x0,0x50010702,0x3,0x0,0x0,0x0
1354,0x0,0x0,0x417,0x6d,0x0,0x2,0x7,0x1,0x50
1355,0x1,0x0,0x0,0x0,0x6d0417,0x0,0x0,0x0,0x0
1356,0x702,0x5001,0xc2,0x0,0x0,0x17,0x4,0x6d,0x0
1357,0x0,0x0,0x702,0x5001,0x40,0x0,0x0,0x0,0x0
1358,0x417,0x6d,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1359,0x0,0x0,0x0,0x0,0x0,0x5f,0x53,0x0,0x45
1360,0x34d,0x0,0x0,0x0,0xae,0x0,0x3,0xc,0x0
1361,0x52aa,0x3d00,0x30c,0x0,0x0,0xad,0x0,0x0,0x0
1362,0x300,0xc,0x52aa,0x3d00,0x30e,0x0,0x0,0x0,0x0
1363,0xad,0x0,0x300,0xc,0x2d0009b3,0x89,0x53,0x0,0x0
1364,0x0,0x0,0x0,0x0,0xc0300,0xaa,0x0,0x0,0x2d
1365,0x5249,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1366,0xaa,0x2d00,0x5287,0x0,0x0,0x0,0x0,0x0,0x0
1367,0x300,0xc,0xaa,0x2d00,0x528b,0x0,0x0,0x0,0x0
1368,0x0,0x0,0x300,0xc,0x2d0002ac,0xc9,0x52,0x0,0x0
1369,0x0,0x0,0x0,0x0,0xc0300,0xaa,0x0,0x0,0x2d
1370,0x52c3,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1371,0x9b3,0x2d00,0x5341,0x0,0x0,0x0,0x0,0x0,0x0
1372,0x300,0xc,0xaa,0x2d00,0x51c3,0x0,0x0,0x0,0x0
1373,0x0,0x0,0x0,0xc,0x2d0009b3,0x85,0x53,0x0,0x0
1374,0x0,0x0,0x0,0x0,0xc0300,0xaa,0x0,0x0,0x2d
1375,0x5146,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1376,0xaa,0x2d00,0x50c7,0x0,0x0,0x0,0x0,0x0,0x0
1377,0x0,0xc,0xaa,0x2d00,0x510a,0x0,0x0,0x0,0x0
1378,0x0,0x0,0x1100,0xc,0x2d0002ac,0x8d,0x51,0x0,0x0
1379,0x0,0x0,0x0,0x0,0xc0300,0xb5,0x9,0x0,0x2d
1380,0x520d,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1381,0xaa,0x2d00,0x514c,0x0,0x0,0x0,0x0,0x0,0x0
1382,0x1200,0xc,0xaa,0x2d00,0x5189,0x0,0x0,0x0,0x0
1383,0x0,0x0,0x300,0xc,0x2d0001ab,0x47,0x53,0x0,0x0
1384,0x0,0x0,0x0,0x0,0xc0300,0xaa,0x0,0x0,0x2d
1385,0x51c6,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1386,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1387,0x0,0x0,0x702,0x5001,0x42,0x0,0x0,0x0,0x0
1388,0x417,0x6d,0x0,0x0,0x50010702,0x81,0x0,0x0,0x0
1389,0x0,0x0,0x417,0x6d,0x0,0x2,0x7,0x1,0x50
1390,0x83,0x0,0x0,0x0,0x6d0417,0x0,0x0,0x0,0x0
1391,0x702,0x5001,0x44,0x0,0x0,0x17,0x4,0x6d,0x0
1392,0x0,0x0,0x702,0x5001,0x3,0x0,0x0,0x0,0x0
1393,0x417,0x6d,0x0,0x0,0x50010702,0x1,0x0,0x0,0x0
1394,0x0,0x0,0x417,0x6d,0x0,0x2,0x7,0x1,0x50
1395,0xc2,0x0,0x0,0x0,0x6d0417,0x0,0x0,0x0,0x0
1396,0x702,0x5001,0x40,0x0,0x0,0x17,0x4,0x6d,0x0
1397,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1398,0x0,0x0,0x0,0x0,0x4500585f,0x4d,0x3,0x0,0x0
1399,0x0,0x0,0xaf,0x0,0xc0300,0xb0,0x58,0x0,0x3d
1400,0x30c,0x0,0x0,0x0,0x8b,0x0,0x3,0xc,0x0
1401,0x58b0,0x3d00,0x30e,0x0,0x0,0x8b,0x0,0x0,0x0
1402,0x300,0xc,0x9b3,0x2d00,0x5389,0x0,0x0,0x0,0x0
1403,0x0,0x0,0x300,0xc,0x2d0000aa,0x49,0x52,0x0,0x0
1404,0x0,0x0,0x0,0x0,0xc0300,0xaa,0x0,0x0,0x2d
1405,0x5287,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1406,0xaa,0x2d00,0x528b,0x0,0x0,0x0,0x0,0x0,0x0
1407,0x300,0xc,0x2ac,0x2d00,0x52c9,0x0,0x0,0x0,0x0
1408,0x0,0x0,0x300,0xc,0x2d0000aa,0xc3,0x52,0x0,0x0
1409,0x0,0x0,0x0,0x0,0xc0300,0xb3,0x9,0x0,0x2d
1410,0x5341,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
1411,0xaa,0x2d00,0x51c3,0x0,0x0,0x0,0x0,0x0,0x0
1412,0x0,0xc,0x9b3,0x2d00,0x5385,0x0,0x0,0x0,0x0
1413,0x0,0x0,0x300,0xc,0x2d0000aa,0x46,0x51,0x0,0x0
1414,0x0,0x0,0x0,0x0,0xc0300,0xaa,0x0,0x0,0x2d
1415,0x50c7,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
1416,0xaa,0x2d00,0x510a,0x0,0x0,0x0,0x0,0x0,0x0
1417,0x1100,0xc,0x2ac,0x2d00,0x518d,0x0,0x0,0x0,0x0
1418,0x0,0x0,0x300,0xc,0x2d0009b5,0xd,0x52,0x0,0x0
1419,0x0,0x0,0x0,0x0,0xc0300,0xaa,0x0,0x0,0x2d
1420,0x514c,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
1421,0xaa,0x2d00,0x5189,0x0,0x0,0x0,0x0,0x0,0x0
1422,0x300,0xc,0x1ab,0x2d00,0x5347,0x0,0x0,0x0,0x0
1423,0x0,0x0,0x300,0xc,0x2d0000aa,0xc6,0x51,0x0,0x0
1424,0x0,0x0,0x0,0x0,0xc0300,0x0,0x0,0x0,0x0
1425,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1426,0x444,0x0,0xffff,0x0,0x485,0xff,0xff,0x0,0x0
1427,0x405,0x0,0xffff,0x0,0x4c4,0xff,0xff,0x0,0x0
1428,0x403,0x0,0xffff,0x0,0x4c6,0xff,0xff,0x0,0x0
1429,0x487,0x0,0xffff,0x0,0x446,0xff,0xff,0x0,0x0
1430,0x483,0x0,0xffff,0x0,0x4d,0xff,0xff,0x0,0x0
1431,0x8b,0x0,0xffff,0x0,0x20a,0xff,0xff,0x0,0x0
1432,0x208,0x0,0xffff,0x0,0xcd,0xff,0xff,0x0,0x0
1433,0x249,0x0,0xffff,0x0,0x109,0xff,0xff,0x0,0x0
1434,0x87,0x0,0xffff,0x0,0xa,0xff,0xff,0x0,0x0
1435,0xc3,0x0,0xffff,0x0,0x0,0xff,0xff,0x0,0x0
1436,0x1c1,0x0,0xffff,0x0,0x280,0xff,0xff,0x0,0x0
1437,0x1c3,0x0,0xffff,0x0,0x284,0xff,0xff,0x0,0x0
1438,0x1c5,0x0,0xffff,0x0,0x40e,0xff,0xff,0x0,0x0
1439,0x3ce,0x0,0xffff,0x0,0x20e,0xff,0xff,0x0,0x0
1440,0x18e,0x0,0xffff,0x0,0xd,0xff,0xff,0x0,0x0
1441,0x4e,0x0,0xffff,0x0,0x18c,0xff,0xff,0x0,0x0
1442,0x189,0x0,0xffff,0x0,0xd0101c9,0x0,0x0,0x0,0x0
1443,0x289,0x2,0xffff,0x0,0x20209,0xff,0xff,0x0,0x0
1444,0x309,0x0,0xffff,0x0,0x406,0xff,0xff,0x0,0x0
1445,0x3c5,0x0,0xffff,0x0,0x28000201,0x46,0x4,0x0,0x1
1446,0x54f8,0x88b,0x6c09,0x0,0x0,0xd,0x4a,0x0,0x8
1447,0x485,0x100,0x5500,0x88b,0x6c4c,0x0,0x0,0x0,0x0
1448,0xd09,0x2800,0x405,0x100,0x88b5508,0x1,0x6b,0x0,0x0
1449,0x0,0x0,0x4806,0x1000,0x10004c4,0x10,0x55,0x8b,0x8
1450,0x6c15,0x0,0x0,0x0,0x28000903,0x3,0x4,0x0,0x1
1451,0x5518,0x88b,0x6c14,0x0,0x0,0x4,0x5,0x0,0x8
1452,0x4c6,0x100,0x5520,0x88b,0x1401,0x0,0x0,0x0,0x0
1453,0x1a08,0x800,0x487,0x100,0x88b5528,0x2d,0x6c,0x0,0x0
1454,0x0,0x0,0x702,0x800,0x1000444,0x30,0x55,0x8b,0x8
1455,0x1703,0x0,0x0,0x0,0x8004413,0x83,0x4,0x0,0x1
1456,0x5538,0x88b,0x3f,0x0,0x0,0x0,0x0,0x0,0x0
1457,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1458,0x94a,0x4400,0xd,0x100,0x88b5540,0x1c,0x0,0x0,0x0
1459,0x303,0x2009,0x4e80,0x3500,0x100000c,0x48,0x55,0x8b,0x8
1460,0x14,0x0,0x300,0x9,0x2d003f80,0xa,0x0,0x0,0x1
1461,0x5550,0x88b,0x1f,0x0,0x90300,0x80,0x3f,0x0,0x2d
1462,0xa,0x100,0x5558,0x88b,0x1f,0x0,0x3,0x9,0x0
1463,0x4e80,0x3500,0xd,0x100,0x88b5560,0x14,0x0,0x0,0x0
1464,0x300,0x9,0x4e80,0x2d00,0x100000c,0x68,0x55,0x8b,0x8
1465,0x14,0x0,0x0,0x9,0x2d004e80,0xa,0x0,0x0,0x1
1466,0x5570,0x88b,0x14,0x0,0x90000,0x0,0x0,0x0,0x0
1467,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1468,0x3f80,0x2d00,0xa,0x100,0x88b5578,0x1f,0x0,0x0,0x0
1469,0x300,0x9,0x1980,0x2d00,0x100000b,0x80,0x55,0x8b,0x8
1470,0x2d,0x0,0x0,0x9,0x35000f80,0x0,0x0,0x0,0x1
1471,0x5588,0x88b,0x1,0x0,0x90300,0x80,0x3f,0x0,0x2d
1472,0x0,0x100,0x5590,0x88b,0x1f,0x0,0x0,0x9,0x0
1473,0x1980,0x2d00,0x0,0x100,0x88b5598,0x2d,0x0,0x0,0x0
1474,0x300,0x9,0x4e80,0x2d00,0x1000000,0xa0,0x55,0x8b,0x8
1475,0x14,0x0,0x300,0x9,0x25001980,0xa,0x0,0x0,0x1
1476,0x55a8,0x88b,0x2d,0x0,0x91200,0x80,0x3f,0x0,0x25
1477,0xa,0x100,0x55b0,0x88b,0x1f,0x0,0x12,0x9,0x0
1478,0x4e80,0x2d00,0xa,0x100,0x88b55b8,0x14,0x0,0x0,0x0
1479,0x300,0x9,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1480,0x0,0x0,0x0,0x0,0x25004166,0xe,0x4,0x0,0x1
1481,0x55c0,0x88b,0x1f,0x0,0x90400,0x65,0x41,0x0,0x25
1482,0x3ce,0x100,0x55c8,0x88b,0x1f,0x0,0x4,0x9,0x0
1483,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1484,0x0,0x0,0x4165,0x2d00,0x100020e,0xd0,0x55,0x8b,0x8
1485,0x1f,0x0,0x400,0x9,0x2d004165,0x8e,0x1,0x0,0x1
1486,0x55d8,0x88b,0x1f,0x0,0x90400,0x0,0x0,0x0,0x0
1487,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1488,0x4165,0x3500,0xd,0x100,0x88b55e0,0x1f,0x0,0x0,0x0
1489,0x400,0x9,0x4165,0x3500,0x100004e,0xe8,0x55,0x8b,0x8
1490,0x1f,0x0,0x400,0x9,0x0,0x0,0x0,0x0,0x0
1491,0x0,0x0,0x0,0x0,0x0,0x20,0x13,0x0,0x2c
1492,0x18c,0x100,0x55f0,0x88b,0xd,0x7,0x3,0x9,0x0
1493,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1494,0x0,0x0,0x1320,0xd00,0x2000189,0xf8,0x55,0x8b,0x8
1495,0x0,0x0,0x0,0x0,0x8004a0d,0xc9,0x3,0x0,0x2
1496,0x5608,0x88b,0x6c4c,0x0,0x0,0x0,0x0,0x0,0x0
1497,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1498,0x94a,0xd00,0x1c9,0x0,0x0,0x0,0x0,0x0,0x0
1499,0x0,0x0,0x2169,0xd00,0x249,0x0,0x0,0x0,0x0
1500,0x0,0x0,0x0,0x0,0xd001f0e,0x88,0x2,0x0,0x0
1501,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1502,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1503,0x4a0d,0x800,0xa,0x100,0x88b5618,0x4c,0x6c,0x0,0x0
1504,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1505,0x0,0x0,0x0,0x0,0x28000201,0x0,0x4,0x0,0x1
1506,0x5620,0x88b,0x6c09,0x0,0x0,0x2,0x7,0x0,0x8
1507,0x3c0,0x100,0x5628,0x88b,0x1703,0x0,0x0,0x0,0x0
1508,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1509,0x0,0x0,0x441,0x0,0xffff,0x43,0x4,0x0,0xf
1510,0xffff,0x0,0x400,0xf00,0xffff,0x80,0x4,0x0,0x11
1511,0xffff,0x0,0x34f,0x0,0xffff,0x4c,0x3,0x0,0x0
1512,0xffff,0x0,0x28c,0x0,0xffff,0xf,0x1,0x0,0x20
1513,0x481,0x100,0x5a2c,0x88b,0x6d1678,0x0,0x0,0x0,0x0
1514,0x510,0x3000,0x483,0x100,0x88b5a34,0x3,0x1c,0x6c,0x0
1515,0x0,0x0,0x511,0x2800,0x1000480,0x3c,0x5a,0x8b,0x8
1516,0x1601,0x6c,0x0,0x0,0x18000742,0x80,0x4,0x0,0x1
1517,0x5a44,0x88b,0x1604,0x6c,0x0,0x0,0x0,0x0,0x0
1518,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1519,0x980,0x1d00,0x22c4,0x0,0x0,0x14,0x6a,0x0,0x0
1520,0x300,0x2009,0x4e80,0x2d00,0x20b,0x0,0x0,0x0,0x0
1521,0x14,0x0,0x300,0x9,0x25000980,0x8d,0x2,0x0,0x0
1522,0x0,0x0,0x14,0x0,0x90300,0x6a,0xf,0x0,0x44
1523,0x1cd,0x0,0x0,0x0,0x6,0x3,0x3,0x9,0x20
1524,0x4e80,0x2d00,0x280,0x0,0x0,0x14,0x0,0x0,0x0
1525,0x0,0x9,0x2d80,0x1d00,0x1d0,0x0,0x0,0x0,0x0
1526,0x45,0x0,0x300,0x9,0x25001980,0x14,0x22,0x0,0x0
1527,0x0,0x0,0x6d2d,0x0,0x90300,0x80,0x19,0x0,0x25
1528,0x3c6,0x0,0x0,0x0,0x2d,0x0,0x3,0x9,0x0
1529,0x4480,0x2500,0x1ca,0x0,0x0,0x3f,0x0,0x0,0x0
1530,0x300,0x9,0x1980,0x2d00,0xc5,0x0,0x0,0x0,0x0
1531,0x2d,0x0,0x300,0x9,0x2d004e80,0xf,0x2,0x0,0x0
1532,0x0,0x0,0x14,0x0,0x90300,0x80,0x4e,0x0,0x35
1533,0x393,0x0,0x0,0x0,0x14,0x0,0x3,0x9,0x0
1534,0x4e80,0x2d00,0x8c,0x0,0x0,0x14,0x0,0x0,0x0
1535,0x300,0x9,0x4e80,0x2d00,0xcc,0x0,0x0,0x0,0x0
1536,0x14,0x0,0x300,0x9,0x25000580,0xd1,0x0,0x0,0x0
1537,0x0,0x0,0x1,0x0,0x90300,0x80,0x5,0x0,0x25
1538,0x48,0x0,0x0,0x0,0x1,0x0,0x3,0x9,0x0
1539,0x3f80,0x2500,0x34b,0x0,0x0,0x1f,0x0,0x0,0x0
1540,0x300,0x9,0x3f80,0x2500,0x41,0x0,0x0,0x0,0x0
1541,0x1f,0x0,0x0,0x9,0x25000580,0x90,0x0,0x0,0x0
1542,0x0,0x0,0x1,0x0,0x90300,0x80,0x4e,0x0,0x2d
1543,0x252,0x0,0x0,0x0,0x14,0x0,0x3,0x9,0x0
1544,0x4e80,0x2d00,0x208,0x0,0x0,0x14,0x0,0x0,0x0
1545,0x300,0x9,0xf80,0x2500,0x80,0x0,0x0,0x0,0x0
1546,0x1,0x0,0x0,0x9,0x25003f80,0x8d,0x3,0x0,0x0
1547,0x0,0x0,0x1f,0x0,0x90000,0x80,0x3f,0x0,0x25
1548,0x34f,0x100,0x5a4c,0x88b,0x1f,0x0,0x3,0x9,0x0
1549,0x4e80,0x2d00,0x2c1,0x0,0x0,0x14,0x0,0x0,0x0
1550,0x0,0x9,0x2580,0x2d00,0x21c3,0x0,0x0,0x0,0x0
1551,0x6938,0x0,0x300,0x9,0x25002580,0x8d,0x4,0x0,0x0
1552,0x0,0x0,0x38,0x0,0x90300,0x80,0x9,0x0,0x2d
1553,0x108,0x0,0x0,0x0,0x14,0x0,0x3,0x9,0x0
1554,0x2d80,0x2500,0x308,0x0,0x0,0x45,0x0,0x0,0x0
1555,0x300,0x9,0x3f80,0x2500,0x21c6,0x0,0x0,0x0,0x0
1556,0x691f,0x0,0x300,0x9,0x1d001980,0xa,0x4,0x0,0x0
1557,0x0,0x0,0x2d,0x0,0x90300,0x0,0x0,0x0,0x0
1558,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1559,0x10f,0x2000,0x20c,0x0,0x0,0x0,0x0,0x0,0x0
1560,0x0,0x0,0x511,0x3000,0x20e,0x0,0x0,0x0,0x0
1561,0x0,0x0,0x0,0x0,0x28000510,0xc8,0x0,0x0,0x2
1562,0x5a54,0x88b,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1563,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1564,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1565,0x0,0x0,0xb4d,0xd00,0x8a,0x0,0x0,0x0,0x0
1566,0x0,0x0,0x0,0x0,0xd004e80,0x8,0x2,0x0,0x0
1567,0x0,0x0,0x0,0x0,0x0,0x80,0x4e,0x0,0xd
1568,0x20c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1569,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1570,0x0,0x0,0x10f,0x800,0x2d5,0x0,0x0,0x0,0x0
1571,0x0,0x0,0x0,0x0,0x8000510,0x14,0x3,0x0,0x0
1572,0x0,0x0,0x0,0x0,0x0,0x11,0x5,0x0,0x8
1573,0x316,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1574,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1575,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1576,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1577,0x0,0x0,0x0,0x0,0x0,0x9,0x2,0x0,0x0
1578,0xffff,0x0,0x249,0x0,0x8ffff,0x48,0x2,0x0,0x0
1579,0xffff,0x8,0x288,0x0,0x8ffff,0xf,0x1,0x0,0x8
1580,0x309,0x100,0x5e74,0x88b,0x0,0x0,0x0,0x0,0x0
1581,0x510,0x800,0x349,0x100,0x88b5e7c,0x0,0x0,0x0,0x0
1582,0x0,0x0,0x511,0x800,0x1000348,0x84,0x5e,0x8b,0x8
1583,0x0,0x0,0x0,0x0,0x8000742,0x88,0x3,0x0,0x1
1584,0x5e8c,0x88b,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1585,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1587,0x0,0x0,0x149,0x0,0xffff,0x89,0x1,0x0,0x0
1588,0xffff,0x0,0x349,0x0,0xffff,0x9,0x3,0x0,0xf
1589,0x0,0x0,0x30b,0x0,0xffff,0x8b,0x3,0x0,0x0
1590,0xffff,0x0,0x309,0xf00,0x1,0xb,0x3,0x0,0x0
1591,0xffff,0x0,0x248,0x0,0xffff,0x85,0x3,0x0,0x0
1592,0xffff,0x0,0x2c6,0x0,0xffff,0x9,0x2,0x0,0x0
1593,0xffff,0x0,0x3c8,0x0,0xffff,0x47,0x3,0x1,0x0
1594,0xffff,0x0,0x10f,0x800,0x3000109,0xc,0x5f,0x8b,0x8
1595,0x0,0x0,0x0,0x0,0x8000510,0x9,0x1,0x0,0x3
1596,0x5f24,0x88b,0x0,0x0,0x0,0x11,0x5,0x0,0x8
1597,0x109,0x200,0x5f3c,0x88b,0x0,0x0,0x0,0x0,0x0
1598,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1599,0x0,0x0,0x2f89,0xd00,0x102,0x0,0x0,0x0,0x0
1600,0x0,0x0,0x0,0x0,0xd002f89,0x42,0x2,0x0,0x0
1601,0x0,0x0,0x0,0x0,0x0,0x89,0x2f,0x0,0xd
1602,0x3c4,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1603,0x2f89,0xd00,0x303,0x0,0x0,0x0,0x0,0x0,0x0
1604,0x0,0x0,0x4e83,0xd00,0x20f,0x0,0x0,0x0,0x0
1605,0x0,0x0,0x0,0x0,0xd004e83,0xd0,0x2,0x0,0x0
1606,0x0,0x0,0x0,0x0,0x0,0x83,0x4e,0x0,0xd
1607,0x3cf,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1608,0x2f89,0xd00,0x283,0x0,0x0,0x0,0x0,0x0,0x0
1609,0x0,0x0,0x2f89,0xd00,0x3c2,0x0,0x0,0x0,0x0
1610,0x0,0x0,0x0,0x0,0xd001981,0x82,0x2,0x0,0x0
1611,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1612,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1613,0x1f80,0xd00,0x201,0x100,0x88b5f4c,0x0,0x0,0x0,0x0
1614,0x0,0x0,0x1f80,0xd00,0x1000381,0x54,0x5f,0x8b,0x8
1615,0x0,0x0,0x0,0x0,0xd001f80,0xc1,0x2,0x0,0x1
1616,0x5f5c,0x88b,0x0,0x0,0x0,0x80,0x1f,0x0,0xd
1617,0x1c1,0x100,0x5f64,0x88b,0x0,0x0,0x0,0x0,0x0
1618,0x1f80,0xd00,0x408,0x100,0x88b5f6c,0x0,0x0,0x0,0x0
1619,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1620,0x0,0x0,0x0,0x0,0xd002343,0x41,0x3,0x0,0x1
1621,0x5f74,0x88b,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1622,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1623,0x3,0x100,0x0,0x0,0x83,0xff,0xff,0x0,0x0
1624,0x84,0x0,0xffff,0x0,0x1c4,0xff,0xff,0x0,0x0
1625,0x1c5,0x0,0xffff,0x0,0x3,0xff,0xff,0x0,0x0
1626,0x83,0x0,0xffff,0x0,0x84,0xff,0xff,0x0,0x0
1627,0x204,0x0,0xffff,0x0,0x2c3,0xff,0xff,0x0,0x0
1628,0x242,0x0,0xffff,0x0,0x342,0xff,0xff,0x0,0x0
1629,0x4e80,0x3d00,0x24e,0x0,0x0,0x14,0x0,0x0,0x0
1630,0x300,0x0,0x4e80,0x3d00,0x1cf,0x0,0x0,0x0,0x0
1631,0x141c,0x0,0x300,0x0,0x35003f80,0x50,0x2,0x0,0x0
1632,0x0,0x0,0x22,0x0,0x300,0x80,0x25,0x0,0x35
1633,0x152,0x0,0x0,0x0,0x39,0x0,0x3,0x0,0x0
1634,0x4e80,0x3500,0x2ce,0x0,0x0,0x14,0x0,0x0,0x0
1635,0x300,0x0,0xf80,0x3500,0x38e,0x0,0x0,0x0,0x0
1636,0x1,0x0,0x300,0x0,0x35000980,0x10,0x3,0x0,0x0
1637,0x0,0x0,0x14,0x0,0x300,0x80,0x9,0x0,0x35
1638,0x350,0x0,0x0,0x0,0x14,0x0,0x3,0x0,0x0
1639,0x4580,0x3500,0x252,0x0,0x0,0x4c,0x0,0x0,0x0
1640,0x300,0x0,0x2d80,0x3500,0x392,0x0,0x0,0x0,0x0
1641,0x45,0x0,0x300,0x0,0x35003f80,0xcf,0x3,0x0,0x0
1642,0x0,0x0,0x20,0x0,0x300,0x80,0xf,0x0,0x35
1643,0x228f,0x0,0x0,0x0,0x5,0x0,0x3,0x0,0x0
1644,0x57f,0x3d00,0x48,0x0,0x0,0x5,0x0,0x0,0x0
1645,0x1200,0x0,0x580,0x3500,0x47,0x0,0x0,0x0,0x0
1646,0x1,0x0,0x1200,0x0,0x35000580,0xb,0x0,0x0,0x0
1647,0x0,0x0,0x14,0x0,0x1200,0x80,0x4b,0x0,0x35
1648,0x200a,0x0,0x0,0x0,0x6d4c,0x0,0x12,0x0,0x0
1649,0x58b0,0xd00,0x11b,0x0,0x0,0xaf,0x0,0x0,0x0
1650,0x0,0x0,0x2d4b,0x5400,0x154,0x0,0x0,0x0,0x0
1651,0x45,0x0,0x303,0x0,0x35001980,0xc,0x1,0x0,0x0
1652,0x0,0x0,0x2d,0x0,0x300,0xf9,0x6e,0x0,0xb
1653,0x31a,0x0,0x0,0x0,0x0,0x6,0x3,0x0,0x0
1654,0x71fa,0xb00,0x359,0x0,0x0,0x0,0x0,0x0,0x0
1655,0x306,0x60,0x72fb,0xb00,0x319,0x0,0x0,0x0,0x0
